avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,percentmarried,pctnohs18_24,pcths18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate,log_medincome,avg_cases_per_100,avg_deaths_per_100,case_fatality_rate,income_group,public_only_reliance,private_only_reliance,state,case_fatality_groups_three,case_fatality_groups_five,medincome_related_avg,residuals
620.0,255,186.1,493.6,44903,88082,13.2,1146.658795,"(42724.4, 45201]",44.4,42.4,45.9,"Lawrence County, Pennsylvania",50.7,12.8,34.4,8.7,45.0,13.2,53.7,7.0,68.4,50.5,44.9,39.9,20.3,93.19889639,3.798703484,0.417218097,0.548439918,49.46891725,4.727253413,10.71225988664308,0.7038895574578233,0.28950296314797574,0.4112903225806452,Middle,Middle,Middle,Pennsylvania,Middle,Middle,0.10028276052906754,0.03927577592691278
814.0,321,172.8,471.7,53861,137067,10.9,0.0,"(51046.4, 54545.6]",41.1,39.6,42.4,"Lebanon County, Pennsylvania",52.4,17.7,34.0,9.2,43.9,12.0,60.2,6.9,71.2,54.0,48.1,33.1,15.3,88.13192317,1.988569408,1.151897243,6.36784115,52.66229169,5.989257845,10.89416193284752,0.5938701510939906,0.234192037470726,0.39434889434889436,High,Low,High,Pennsylvania,Middle,Middle,0.6037894170601094,0.03382478239793302
2001.0,741,168.4,484.0,58283,360685,12.8,177.4401486,"(54545.6, 61494.5]",39.5,38.1,40.7,"Lehigh County, Pennsylvania",48.3,13.6,33.5,9.5,33.1,17.3,59.9,8.5,70.0,55.9,50.4,32.8,17.9,79.30350155,6.530794156,3.16967339,7.834766619,48.97730666,5.408652416,10.973065734619182,0.5547777146263361,0.20544242205802848,0.37031484257871067,High,Middle,High,Pennsylvania,Low,Low Middle,0.7310757609315144,0.004866258612275964
2153.0,836,181.1,500.0,44222,318449,15.8,191.5534356,"(42724.4, 45201]",42.9,40.9,44.6,"Luzerne County, Pennsylvania",45.5,12.9,31.3,9.9,39.5,13.3,55.6,7.8,70.8,47.33695692354263,47.4,37.1,18.1,89.85894812,3.93883066,1.075305769,3.110014215,44.48372859,5.103967071,10.6969776817921,0.6760894209119828,0.26252241332207044,0.3882954017649791,Middle,Middle,Middle,Pennsylvania,Middle,Low Middle,0.18470923386643673,0.026129799142193266
766.0,280,178.5,521.8,45211,116048,16.0,146.4911071,"(45201, 48021.6]",40.9,39.2,43.1,"Lycoming County, Pennsylvania",49.0,11.9,35.3,8.1,41.1,13.0,56.9,7.7,71.9,55.2,49.8,34.4,17.2,91.8443972,4.834727747,0.667775339,0.648916472,49.22668061,5.48894218,10.719095699044251,0.6600716944712532,0.2412794705639046,0.36553524804177545,Middle,Middle,High,Pennsylvania,Low,Low Middle,0.2774387916445886,0.007883744766506884
260.0,101,170.4,465.6,44723,42412,16.6,0.0,"(42724.4, 45201]",42.4,40.8,44.2,"McKean County, Pennsylvania",45.4,15.6,35.4,6.9,48.2,10.0,51.8,9.1,70.4,50.7,46.4,39.1,18.5,94.76028356,2.371513851,0.487361254,0.610950471,44.56321839,6.282490875,10.708243189657656,0.6130340469678394,0.2381401490144299,0.38846153846153847,Middle,Middle,Middle,Pennsylvania,Middle,Low Middle,0.18673054440705686,0.02465444516692822
792.0,320,186.7,501.6,43559,114234,14.6,122.5554563,"(42724.4, 45201]",43.8,41.9,45.3,"Mercer County, Pennsylvania",49.3,15.0,37.8,7.1,44.4,13.9,52.7,6.8,69.5,51.5,46.0,38.0,19.2,91.3735692,5.678113077,0.701526188,0.420568852,49.96487068,4.669101054,10.681871619942246,0.6933137244603182,0.28012675735770437,0.40404040404040403,Middle,Middle,Middle,Pennsylvania,Middle,Middle,0.09612575175079832,0.036539956734188805
304.0,113,168.3,485.2,40957,46500,16.3,559.1397849,"(40362.7, 42724.4]",43.5,42.2,44.5,"Mifflin County, Pennsylvania",53.0,24.8,44.5,5.7,50.2,8.2,53.2,6.4,63.3,44.3,39.5,39.6,18.9,97.32833423,0.719871452,0.482056776,0.203535083,51.21833921,5.671766053,10.62027801484355,0.6537634408602151,0.24301075268817204,0.3717105263157895,Low,Middle,Middle,Pennsylvania,Low,Low Middle,-0.30309321852741467,-0.021233026403704558
866.0,334,180.0,460.1,59492,166397,13.3,24.03889493,"(54545.6, 61494.5]",41.8,40.9,42.5,"Monroe County, Pennsylvania",49.6,9.7,35.3,6.7,36.6,14.9,56.0,12.0,70.6,55.0,48.5,31.6,16.0,78.09877234,13.61440544,2.211089998,2.690596315,55.42524041,4.318836947,10.993597128712489,0.5204420752777995,0.20072477268219982,0.3856812933025404,High,Low,High,Pennsylvania,Middle,Low Middle,0.8094609034505728,0.022694945343842365
4749.0,1672,161.8,490.8,79576,819264,7.1,239.2391219,"(61494.5, 125635]",41.1,39.5,42.5,"Montgomery County, Pennsylvania",53.9,11.4,28.8,17.9,24.8,26.3,64.0,6.4,83.4,68.4,60.0,24.3,9.6,80.69633566,8.869576983,7.028672645,1.096350419,55.17681595,4.502231194,11.28446781883225,0.5796666276072182,0.20408561831106944,0.3520741208675511,High,Low,High,Pennsylvania,Low,Low,2.2446311897905558,0.04161547440723512
124.0,41,152.6,490.8,54547,18557,11.2,0.0,"(54545.6, 61494.5]",42.9,40.6,46.3,"Montour County, Pennsylvania",49.9,14.4,45.6,14.2,39.8,15.9,55.4,6.6,77.6,54.61876636770319,53.8,32.1,13.7,94.35379295,1.680354441,2.901448022,0.124270586,49.33604336,3.59080341,10.906817994331865,0.6682114565931994,0.22094088484129978,0.33064516129032256,High,Low,High,Pennsylvania,Low,Low,0.9328316040784199,-0.0036150999114478166
1931.0,677,172.7,525.7,61510,300813,10.0,365.6756856,"(61494.5, 125635]",41.8,40.0,43.2,"Northampton County, Pennsylvania",51.4,9.3,28.7,9.1,35.3,17.2,59.2,7.3,77.1,60.3,54.2,30.1,13.5,86.47568888,5.04145306,2.749519385,2.400072092,53.42832095,4.239802406,11.026955042202413,0.6419270443764066,0.22505676283937195,0.35059554634904194,High,Low,High,Pennsylvania,Low,Low,1.1985155292779397,0.014283421807491037
620.0,248,177.5,471.7,40429,93246,15.9,0.0,"(40362.7, 42724.4]",40.9,41.6,46.2,"Northumberland County, Pennsylvania",50.4,22.0,40.2,7.9,50.3,9.4,52.7,7.2,71.8,44.22508273645616,46.5,37.0,16.0,95.23966555,2.855136906,0.346786375,0.371252899,47.97968254,5.713833492,10.607302628220587,0.6649078780859232,0.2659631512343693,0.4,Low,Low,Middle,Pennsylvania,Middle,Middle,0.07415217597327328,0.04193812405677527
259.0,103,189.7,479.1,54920,45685,8.7,0.0,"(54545.6, 61494.5]",42.1,41.0,43.2,"Perry County, Pennsylvania",57.0,16.8,48.7,5.8,46.0,10.6,62.2,6.3,76.2,59.3,54.2,27.5,11.1,97.21741796,0.862578541,0.308689275,0.324014274,56.83162842,5.221317107,10.913632859881908,0.5669256867680857,0.225456933347926,0.39768339768339767,High,Low,High,Pennsylvania,Middle,Middle,0.8825757558522271,0.057677919130241784
8236.0,3303,211.7,533.5,39037,1567442,25.8,742.6112099,"(37413.8, 40362.7]",33.7,32.2,35.2,"Philadelphia County, Pennsylvania",29.3,14.3,30.1,12.6,33.8,14.9,51.4,13.9,55.7,44.1,38.8,41.3,27.6,41.67215409,42.75757007,6.864826838,5.573246769,27.45994321,5.282605624,10.572265193312061,0.5254420897232561,0.2107255005288872,0.4010441962117533,Low,High,Low,Pennsylvania,Middle,Middle,-0.739735654234592,-0.02308767927240507
346.0,120,157.4,461.5,58375,55949,10.6,71.49368175,"(54545.6, 61494.5]",46.0,45.4,46.6,"Pike County, Pennsylvania",55.0,13.1,32.1,8.6,35.8,14.7,51.9,11.6,72.5,53.7,48.3,35.9,16.1,89.42117531,5.871238876,1.536233931,1.214860856,58.48474785,5.499704317,10.974642994971198,0.6184203471018249,0.21448104523762715,0.3468208092485549,High,Low,High,Pennsylvania,Low,Low,0.8523001035515623,-0.008368458018977065
114.0,52,191.9,456.5,40323,17093,14.3,0.0,"(37413.8, 40362.7]",45.8,44.5,46.8,"Potter County, Pennsylvania",52.1,15.0,45.4,7.7,48.2,9.2,49.5,6.9,67.2,46.4,40.7,40.6,18.5,97.75565403,0.575473327,0.345283996,0.270472464,52.76653171,6.77146312,10.604677304739258,0.6669396829111331,0.30421810097700813,0.45614035087719296,Low,Middle,Middle,Pennsylvania,High,High,-0.1462726753427322,0.0792013322079872
992.0,409,186.6,485.5,43169,144590,13.5,186.7349056,"(42724.4, 45201]",43.8,42.0,45.6,"Schuylkill County, Pennsylvania",48.7,16.3,41.8,8.6,47.7,9.8,52.2,8.8,71.6,52.3,47.8,36.7,16.6,94.23408035,2.761000273,0.500136649,1.003689533,48.41855381,4.779878415,10.672877924046807,0.6860778753717408,0.28286880143855037,0.4122983870967742,Middle,Middle,Middle,Pennsylvania,Middle,Middle,0.17854864669245082,0.05341576581763724
224.0,78,159.2,474.1,49117,40444,13.1,0.0,"(48021.6, 51046.4]",39.3,37.9,40.7,"Snyder County, Pennsylvania",52.7,12.6,31.0,3.6,46.0,10.0,60.0,5.0,70.1,53.9,48.9,29.6,13.4,96.81116716,1.011336962,0.684213155,0.471957249,58.05982551,4.883318928,10.80196048603731,0.553852240134507,0.1928592621896944,0.3482142857142857,Middle,Low,High,Pennsylvania,Low,Low,0.3551194146101363,-0.016823925584192878
494.0,189,159.4,455.9,45706,75522,13.5,39.72352427,"(45201, 48021.6]",45.3,43.6,47.1,"Somerset County, Pennsylvania",54.0,13.0,44.3,8.4,49.3,9.9,51.6,6.9,72.3,52.7,47.1,37.2,16.4,95.67589438,2.640406176,0.304110054,0.41113591,56.74735811,5.627676205,10.729984859292829,0.6541140329970074,0.25025820290776196,0.3825910931174089,Middle,Middle,Middle,Pennsylvania,Middle,Low Middle,0.316780113032899,0.02658108051396474
59.0,21,186.2,538.3,44191,6328,14.4,0.0,"(42724.4, 45201]",51.8,50.4,53.1,"Sullivan County, Pennsylvania",52.1,28.6,41.8,4.0,49.1,9.8,46.2,8.7,74.2,49.4,40.9,39.2,13.8,94.67168155,2.4604294,0.48581727,0.51716032,51.59235669,4.06278855,10.696276427422939,0.9323640960809102,0.33185840707964603,0.3559322033898305,Middle,Low,Middle,Pennsylvania,Low,Low Middle,0.34309087186108295,0.007719271477552414
258.0,100,163.6,434.1,49552,41666,12.8,0.0,"(48021.6, 51046.4]",46.4,45.4,47.3,"Susquehanna County, Pennsylvania",55.5,17.7,40.1,7.0,46.7,10.8,54.4,7.7,71.5,53.0,45.8,34.3,14.9,97.86400434,0.545209941,0.276145295,0.302107673,54.01155144,4.344746163,10.810777902212983,0.6192099073585178,0.240003840061441,0.3875968992248062,Middle,Low,High,Pennsylvania,Middle,Low Middle,0.43893049034493997,0.028303905277713204
275.0,104,174.7,487.3,47360,41877,16.3,0.0,"(45201, 48021.6]",43.0,42.5,43.7,"Tioga County, Pennsylvania",52.2,12.0,37.8,5.5,44.6,12.0,52.6,7.4,69.5,51.6,46.4,36.5,16.9,97.1147479,0.718948065,0.532116167,0.073313783,52.9829631,6.635885322,10.765533269557887,0.6566850538481744,0.2483463476371278,0.3781818181818182,Middle,Middle,Middle,Pennsylvania,Low,Low Middle,0.2539765187807829,0.010681370875602947
227.0,81,144.9,432.9,47996,44954,13.4,578.3689994,"(45201, 48021.6]",38.6,37.4,40.6,"Union County, Pennsylvania",47.0,6.9,16.2,6.3,41.2,12.3,46.7,6.1,73.0,54.4,49.3,31.3,13.8,87.89981761,7.042128209,1.250055607,1.445793852,54.37784929,4.739182301,10.77887295308428,0.5049606264181163,0.18018418828135427,0.3568281938325991,Middle,Low,High,Pennsylvania,Low,Low Middle,0.4447539788849478,0.0036907899048477244
369.0,160,199.4,487.7,43810,53119,16.2,244.7335228,"(42724.4, 45201]",45.4,43.9,46.9,"Venango County, Pennsylvania",53.5,17.9,46.5,7.2,49.7,10.7,53.2,8.1,67.3,48.1,43.3,41.3,20.3,96.82039105,0.888583831,0.387711943,0.144696323,51.88666456,5.128205128,10.687617380807945,0.6946666917675408,0.3012104896553023,0.43360433604336046,Middle,Middle,Middle,Pennsylvania,High,Middle High,0.003234213071589581,0.05707569004211083
295.0,113,179.3,496.8,44651,40396,14.1,0.0,"(42724.4, 45201]",46.2,44.9,47.2,"Warren County, Pennsylvania",54.4,18.6,41.8,9.3,47.2,11.7,54.5,6.6,73.5,51.8,47.0,36.9,14.8,97.85410869,0.493139983,0.488257409,0.087886334,52.2468299,5.312538077,10.706631982470423,0.730270323794435,0.2797306664026141,0.38305084745762713,Middle,Low,Middle,Pennsylvania,Middle,Low Middle,0.32932106002967554,0.03196530686965626
1356.0,561,186.3,482.5,55796,208261,10.7,96.03334278,"(54545.6, 61494.5]",44.2,42.7,45.4,"Washington County, Pennsylvania",52.5,10.3,33.9,10.0,39.3,18.1,58.0,6.5,77.7,59.5,53.3,32.5,13.3,93.95656642,2.947278438,0.853399672,0.226196536,52.24566809,4.918324654,10.929457461212126,0.6511060640254297,0.26937352648839674,0.413716814159292,High,Low,High,Pennsylvania,Middle,Middle,0.9893971568933986,0.07986692562547776
321.0,139,179.4,437.2,48663,51198,13.9,39.06402594,"(48021.6, 51046.4]",46.5,44.8,48.6,"Wayne County, Pennsylvania",51.1,13.7,48.5,6.4,44.3,11.7,48.6,7.8,69.9,50.9,44.5,39.6,19.0,93.91193215,3.50877193,0.538321521,0.592540955,54.49083187,3.971422568,10.792674266718224,0.6269776163131372,0.2714949802726669,0.43302180685358255,Middle,Middle,Middle,Pennsylvania,High,Middle High,0.32687306767770424,0.06716285021919177
2461.0,982,175.3,476.6,53536,357956,10.1,61.46006772,"(51046.4, 54545.6]",46.1,44.4,47.5,"Westmoreland County, Pennsylvania",53.7,11.6,30.1,12.9,38.9,17.1,57.6,5.6,77.0,57.2,51.0,35.0,14.7,95.00402767,2.363176849,0.840689714,0.152248713,52.32680439,3.999144854,10.88810960378655,0.6875146666070691,0.274335393176815,0.3990247866720845,High,Low,High,Pennsylvania,Middle,Middle,0.8626691534488478,0.06230228946257749
189.0,71,191.7,529.8,55882,27800,10.9,0.0,"(54545.6, 61494.5]",43.1,41.8,44.2,"Wyoming County, Pennsylvania",51.1,15.7,35.0,7.7,48.2,12.2,56.5,7.6,73.3,55.1,48.3,35.1,16.2,97.26791488,0.728319181,0.436991509,0.27356379,51.57885074,4.585798817,10.93099760371109,0.6798561151079137,0.25539568345323743,0.37566137566137564,High,Low,High,Pennsylvania,Low,Low Middle,0.786338120817677,0.023755089737492574
2467.0,883,170.2,488.7,58471,442867,10.2,85.80454177,"(54545.6, 61494.5]",40.7,39.5,41.9,"York County, Pennsylvania",52.6,14.4,40.4,9.0,41.0,14.9,61.8,7.3,75.1,60.0,54.7,30.1,15.0,88.82818542,5.861119956,1.362188964,1.583723787,53.48532996,4.689714916,10.97628618381122,0.5570521172270682,0.1993826589021083,0.3579246047831374,High,Low,High,Pennsylvania,Low,Low Middle,0.978386709075425,0.01340502688246431
306.0,104,142.2,473.2,68246,49084,8.0,0.0,"(61494.5, 125635]",43.9,41.9,45.5,"Bristol County, Rhode Island",52.4,4.9,23.7,11.7,22.4,23.9,60.7,6.8,80.8,62.393887698530705,55.4,27.0,11.1,95.29648609,1.26484464,1.6390109,0.248088498,54.26127527,4.448655477,11.13087410327108,0.6234210740770924,0.21188167223535165,0.33986928104575165,High,Low,High,Rhode Island,Low,Low,1.652010641405643,0.018740945218576777
1034.0,410,184.1,491.8,61923,164801,9.3,42.47547042,"(61494.5, 125635]",43.5,41.4,45.2,"Kent County, Rhode Island",49.7,11.1,29.7,15.0,28.6,19.4,63.2,8.2,78.3,59.01994326648236,57.8,29.9,12.6,92.54476897,1.399144025,2.407279429,1.439760424,47.69150052,5.275186191,11.033646956702368,0.627423377285332,0.24878489814988985,0.3965183752417795,High,Low,High,Rhode Island,Middle,Middle,1.2720206767482805,0.06513072271570192
518.0,193,164.0,469.0,69203,82423,9.5,72.79521493,"(61494.5, 125635]",43.9,42.0,45.6,"Newport County, Rhode Island",49.7,10.0,28.1,17.1,23.1,26.4,59.2,6.9,79.0,59.3,48.7,30.1,11.0,89.60478086,3.51668824,1.739593288,1.512163846,46.93813131,2.872784433,11.14479949326722,0.6284653555439622,0.23415794135132184,0.37258687258687256,High,Low,High,Rhode Island,Low,Low Middle,1.6072229897141472,0.04407182873648774
3257.0,1254,173.6,473.3,47278,633473,18.3,336.2416393,"(45201, 48021.6]",37.1,35.4,38.7,"Providence County, Rhode Island",40.8,12.3,27.7,11.7,28.8,16.2,58.8,9.5,63.9,51.4,45.9,35.7,21.3,73.46790196,9.604272443,4.081788031,8.934601616,39.9972302,4.931882987,10.763800350000826,0.5141497743392378,0.19795634541645815,0.3850168867055573,Middle,Middle,Middle,Rhode Island,Middle,Low Middle,-0.012413121770712946,-0.005464430006200116
765.0,265,162.2,492.3,70705,126517,10.4,23.7122284,"(61494.5, 125635]",40.9,42.0,44.5,"Washington County, Rhode Island",51.1,6.2,28.5,12.9,23.3,25.8,61.1,6.4,81.7,65.0,57.3,27.3,11.2,93.41481745,1.467505241,1.791068391,0.798227918,52.94568639,3.127101547,11.166271570741877,0.6046618241026898,0.2094580174996246,0.3464052287581699,High,Low,High,Rhode Island,Low,Low,1.7963951613188944,0.028970246942600086
143.0,61,183.7,430.9,35525,24932,21.4,0.0,"(34218.1, 37413.8]",43.3,40.7,44.9,"Abbeville County, South Carolina",46.8,11.2,40.0,3.2,37.5,8.6,45.9,10.7,56.6,41.8,37.6,43.8,25.9,69.88838661,27.94735368,0.0,0.240028803,47.29969706,5.823783581,10.4779919529653,0.5735600834269212,0.24466549013316222,0.42657342657342656,Low,High,Low,South Carolina,Middle,Middle High,-0.8433192821603406,0.006134905100873167
753.0,330,164.3,384.5,48537,165829,16.6,6.03030833,"(48021.6, 51046.4]",40.9,39.3,42.3,"Aiken County, South Carolina",49.9,17.2,33.8,6.7,31.0,15.9,52.8,9.9,65.2,48.3,43.4,35.8,18.8,69.67262123,24.80232814,0.767503722,2.366571491,48.94044517,5.643104513,10.790081672673447,0.4540822172237667,0.1990001748789416,0.43824701195219123,Middle,Middle,Middle,South Carolina,High,Middle High,0.10092149350721755,0.05310053992386332
49.0,23,197.6,400.8,25530,9433,39.9,0.0,"[22640, 34218.1]",38.7,35.6,44.3,"Allendale County, South Carolina",30.0,15.8,29.9,3.6,39.4,10.0,35.5,22.6,47.9,31.0,28.1,47.8,30.1,24.6696483,73.80565156,0.0,1.32140679,30.93245666,8.631578947,10.14760951023553,0.5194529842043888,0.24382487013675397,0.46938775510204084,Low,High,Low,South Carolina,High,High,-1.666963976296675,0.013246811517305945
1069.0,409,177.3,475.4,43124,194692,16.7,246.5432581,"(42724.4, 45201]",40.5,39.7,41.6,"Anderson County, South Carolina",52.0,20.9,30.1,6.6,31.5,12.6,53.7,9.2,63.0,49.1,44.1,35.2,19.8,80.07217007,16.38626677,0.856104385,0.74784928,51.34890507,6.330413359,10.67183496565901,0.5490723809915148,0.21007540114642617,0.38260056127221703,Middle,Middle,Middle,South Carolina,Middle,Low Middle,-0.22718886770759572,-0.011574109451145342
91.0,39,187.5,437.6,30349,14880,29.7,0.0,"[22640, 34218.1]",40.3,38.6,41.4,"Bamberg County, South Carolina",37.7,17.1,24.0,0.0,25.2,12.5,44.0,10.9,47.1,28.7,24.3,48.2,28.5,35.8281493,62.30559876,0.39528253,1.023846553,38.23678433,10.6400665,10.320518847015657,0.6115591397849462,0.26209677419354843,0.42857142857142855,Low,High,Low,South Carolina,Middle,Middle High,-1.5044061282347854,-0.03085249635695525
101.0,55,212.1,396.7,32205,21725,27.0,0.0,"[22640, 34218.1]",39.8,38.7,41.1,"Barnwell County, South Carolina",42.8,19.5,37.5,2.2,37.5,9.1,54.5,14.7,54.8,36.333033421445634,30.7,43.4,25.6,51.71961263,44.97692099,0.705946239,1.520499593,41.15532119,5.998421468,10.379876998980992,0.46490218642117376,0.25316455696202533,0.5445544554455446,Low,High,Low,South Carolina,High,High,-1.0657253844141215,0.11672922594978125
1000.0,352,146.9,442.1,55427,179589,12.9,66.81923726,"(54545.6, 61494.5]",42.8,40.0,45.6,"Beaufort County, South Carolina",54.4,13.2,43.4,7.9,23.4,23.1,50.2,7.2,66.7,45.0,31.0,38.4,16.8,73.64076537,18.61159725,1.198809941,4.019367635,54.08412277,6.319887594,10.92282211863275,0.5568269771533891,0.19600309595799295,0.352,High,Middle,Middle,South Carolina,Low,Low,0.4574967785048024,-0.026990882008986306
786.0,287,175.8,462.0,52436,202786,13.7,0.0,"(51046.4, 54545.6]",35.3,33.6,36.5,"Berkeley County, South Carolina",49.7,15.6,34.8,7.7,31.1,14.7,56.1,9.9,66.7,50.4,42.4,30.4,16.2,67.340003,24.50248692,2.486919783,2.273607661,51.73547733,5.662000797,10.8673486573177,0.38760072194332945,0.14152850788515972,0.3651399491094148,High,Low,Middle,South Carolina,Low,Low Middle,0.3332842964772612,-0.01385093289957151
93.0,30,150.9,468.0,41209,14781,19.3,0.0,"(40362.7, 42724.4]",45.3,44.2,46.5,"Calhoun County, South Carolina",53.3,19.4,35.3,4.5,37.2,11.0,52.4,8.6,60.8,43.8,39.8,38.2,18.9,54.20510763,42.40540179,0.0,2.219548068,47.81021898,5.434122647,10.626411958083574,0.6291861173127664,0.20296326364927947,0.3225806451612903,Middle,Middle,Low,South Carolina,Low,Low,-0.4100316722081532,-0.08062222425710647
1760.0,668,173.7,462.1,52752,389262,16.8,452.1376348,"(51046.4, 54545.6]",36.5,35.3,38.0,"Charleston County, South Carolina",42.5,10.6,23.3,13.8,21.6,25.9,60.1,7.7,68.4,54.4,45.0,28.8,15.0,67.18136571,28.70685217,1.37783451,0.765880763,41.13486198,4.774692859,10.873356965311512,0.4521376348063772,0.17160678411969318,0.3795454545454545,High,Low,High,South Carolina,Middle,Low Middle,0.42624189507743615,0.007530907891722116
312.0,120,187.8,494.2,38947,56194,22.3,88.9774709,"(37413.8, 40362.7]",38.8,38.3,39.3,"Cherokee County, South Carolina",47.2,22.7,28.7,7.5,36.9,10.3,47.8,10.6,56.4,42.4,36.9,40.5,24.5,75.64577627,20.13855325,0.554929023,1.607504072,46.51854017,6.428359096,10.569957026509712,0.5552194184432502,0.21354593017048085,0.38461538461538464,Low,High,Low,South Carolina,Middle,Low Middle,-0.710600206044044,-0.03664388219308096
197.0,86,215.6,492.8,37537,32267,22.5,0.0,"(37413.8, 40362.7]",41.2,40.1,42.4,"Chester County, South Carolina",41.2,25.2,33.0,2.4,36.5,9.3,47.4,13.8,54.9,42.2,37.1,42.8,26.7,60.08416267,38.40459516,0.07371913,0.122865217,41.38070246,6.686006354,10.533082392189554,0.6105308829454241,0.26652617225028663,0.4365482233502538,Low,High,Low,South Carolina,High,Middle High,-0.8395979579386781,0.009133366522446562
228.0,109,206.2,428.1,34949,46017,26.4,0.0,"(34218.1, 37413.8]",41.0,39.8,41.8,"Chesterfield County, South Carolina",47.8,26.5,39.4,4.8,39.6,7.7,54.5,10.3,52.7,39.17052435690539,36.1,40.7,26.8,63.86387253,33.20055421,0.528229997,1.075943886,45.68305405,4.348232654,10.461645134949325,0.4954690657800378,0.23686898320186017,0.4780701754385965,Low,High,Low,South Carolina,High,High,-1.050389609114105,0.04162711991575485
217.0,90,194.1,479.9,32268,33775,27.0,0.0,"[22640, 34218.1]",42.8,40.1,45.3,"Clarendon County, South Carolina",42.9,34.0,35.9,1.0,36.4,9.2,40.9,16.2,52.0,32.8,28.0,48.4,25.9,48.44051729,48.94961671,0.152144654,1.009421265,43.203404,6.157946416,10.381831306056865,0.6424870466321244,0.2664692820133234,0.4147465437788018,Low,High,Low,South Carolina,Middle,Middle,-1.1946012150105432,-0.024569120419732582
225.0,105,211.7,459.0,35558,37731,23.0,53.00681138,"(34218.1, 37413.8]",41.7,41.3,42.3,"Colleton County, South Carolina",42.9,31.7,39.1,2.5,37.9,8.8,49.2,12.4,48.8,34.4,28.3,45.3,29.0,57.7570782,38.38543311,0.036838228,1.089359015,40.72695275,6.084407972,10.478920445076517,0.5963266279716943,0.27828575972012404,0.4666666666666667,Low,High,Low,South Carolina,High,High,-1.2082483709717025,0.014219077093536758
369.0,168,206.8,451.3,35640,67548,25.3,0.0,"(34218.1, 37413.8]",40.8,39.0,42.2,"Darlington County, South Carolina",45.1,21.3,33.6,6.1,36.5,11.6,48.1,15.9,55.5,41.9,37.6,40.9,24.6,56.63260799,40.62306764,0.593327641,0.472600925,43.48336299,6.092582124,10.481223881584746,0.5462782021673477,0.24871202700302006,0.45528455284552843,Low,High,Low,South Carolina,High,High,-0.8902011033425692,0.030331932025457864
150.0,73,204.7,425.3,30516,31234,29.8,0.0,"[22640, 34218.1]",37.8,35.3,39.3,"Dillon County, South Carolina",41.4,29.6,40.7,1.8,38.9,6.2,44.8,13.2,45.2,32.0,28.0,49.1,32.1,47.38030857,46.64227772,0.235406394,0.846190552,41.0109432,5.525568182,10.32600641521012,0.4802458858935775,0.23371966446820774,0.4866666666666667,Low,High,Low,South Carolina,High,High,-1.5866976379065416,0.019445661047116813
618.0,210,172.9,483.1,56388,152478,12.8,6.558323168,"(54545.6, 61494.5]",35.8,35.0,36.7,"Dorchester County, South Carolina",51.0,18.2,34.3,7.5,29.2,15.8,59.5,8.0,70.3,55.77064164051461,46.0,28.3,15.0,68.06368596,25.51007103,1.709501424,1.190680438,52.13282937,5.952316445,10.940011648890817,0.40530437177822376,0.1377247865265809,0.33980582524271846,High,Low,High,South Carolina,Low,Low,0.6664672292730098,-0.024411640719847916
123.0,48,157.8,399.8,44129,26514,17.5,0.0,"(42724.4, 45201]",42.1,40.7,43.9,"Edgefield County, South Carolina",45.6,26.8,36.2,6.8,36.3,11.4,45.9,8.9,65.0,47.263901574415115,45.6,34.9,19.2,59.0455679,36.63190509,0.343837376,2.063024258,48.85664028,3.616566206,10.694872441685067,0.46390586105453724,0.18103643358225843,0.3902439024390244,Middle,Middle,Middle,South Carolina,Middle,Middle,-0.09152951873343913,0.004276685074784237
138.0,62,201.9,460.4,35490,22747,23.1,0.0,"(34218.1, 37413.8]",44.1,43.5,44.8,"Fairfield County, South Carolina",45.0,14.0,53.6,2.2,39.8,8.6,46.0,12.8,52.4,39.703580563075946,34.7,43.2,26.3,39.11199585,57.43898217,0.268305349,0.701055911,44.17130145,2.009646302,10.477006245640542,0.6066734074823054,0.2725634149558183,0.4492753623188406,Low,High,Low,South Carolina,High,Middle High,-1.0420110007806727,0.011601188792130568
677.0,297,195.5,443.6,42232,138900,19.5,158.387329,"(40362.7, 42724.4]",38.2,36.4,39.5,"Florence County, South Carolina",46.1,17.2,29.9,6.7,33.7,13.9,54.5,12.1,59.7,46.5,41.6,38.6,23.5,54.89553965,41.74437938,1.16171474,0.305790501,45.28902347,5.663639027,10.650933506503453,0.48740100791936647,0.21382289416846653,0.43870014771048743,Middle,High,Middle,South Carolina,High,Middle High,-0.4192053911901116,0.030983178944573475
431.0,173,190.9,484.6,44283,61298,19.6,81.56872981,"(42724.4, 45201]",47.5,45.2,49.1,"Georgetown County, South Carolina",50.1,15.1,41.4,4.0,31.3,15.4,45.7,11.2,56.3,47.38479156007969,29.0,43.9,21.4,64.0163772,32.67021066,0.4094301,1.756587202,49.90664517,5.073731567,10.698356135205106,0.7031224509771934,0.2822278051486182,0.4013921113689095,Middle,Middle,Middle,South Carolina,Middle,Middle,-0.49369896041323214,-0.02027752810751221
